drug_id,batch_rfid,qr_code_id,hospital_id,region,supply_chain_event,stock_quantity,demand_quantity,status,expiry_date,temperature_celsius,cost_usd,compliance_score
D68725,4D0533AB-671,ad5f397d-482a-4765-8dc3-fb4e85910a89,H0038,Central,Stored_In_Inventory,413,135,Surplus,3/13/2027,3.1,11.98,0.657
D68726,C5B99145-0EE,af6d0466-3c9b-4d62-8ab1-0547d3745a55,H0081,North,Quality_Checked,432,369,Surplus,3/7/2027,3.63,192.48,0.661
D68727,32556923-BE3,4d066d8f-8383-4c19-b096-3d1a5195b6c4,H0046,Central,Dispatched_For_Transfer,364,115,Surplus,12/5/2026,5.24,136.77,0.595
D68728,8A537DE0-B96,914afa58-9ad6-4016-bc51-b57a23134a93,H0081,North,Expiry_Warning,81,16,Surplus,1/23/2027,9.25,120.19,0.562
D68729,C4DDAD85-ED9,74a9c3a7-1e26-4d28-bc99-b5f80c8a6f82,H0015,Central,Dispatched_For_Transfer,122,292,Shortage,7/14/2027,3.17,53.98,0.778
D68730,5A1BEA6E-61D,469dce56-9949-4baf-b59e-d5b9374a7db2,H0008,West,Delivered,116,179,Shortage,1/6/2028,8.73,133.4,0.911
D68731,30A6E903-553,9cc0a4df-d017-4972-b106-095c9e2cd212,H0049,North,ColdChain_Validated,299,323,Shortage,12/23/2026,2.97,189.39,0.576
D68732,349B1806-DB3,5d2ebe3d-4a66-4a7f-a577-5ef3fb585f3e,H0053,South,Delivered,322,158,Surplus,12/30/2026,9.4,36.84,0.536
D68733,5E3ED0D5-F5F,f62174b0-ce20-4545-8802-bbf81e197979,H0037,West,Temperature_Alert,126,47,Surplus,4/8/2027,10.9,196.84,0.602
D68734,F019754D-215,62201b9f-7198-4096-90ac-b935a62f14ea,H0083,North,Stored_In_Inventory,129,367,Shortage,6/2/2026,5.87,88.35,0.401
D68735,78A2991B-2B3,153a9b41-2044-4a1d-b6e8-a82f94728df7,H0093,North,Requested_By_Pharmacy,156,209,Shortage,9/18/2027,8.05,195.75,0.817
D68736,A94CF220-81E,ee68d411-c9f6-4fa3-9440-950129a92346,H0038,South,Requested_By_Pharmacy,336,176,Surplus,11/6/2026,3.93,128.6,0.55
D68737,FACD33A6-D94,2f94c0ec-0b30-4ed4-bf3c-3dd48861cfbf,H0097,Central,Temperature_Alert,424,298,Surplus,1/19/2028,11.2,68.2,0.874
D68738,22983CB0-27F,3b33435b-852c-4fa2-8d76-ba40505919aa,H0028,East,Requested_By_Pharmacy,219,289,Shortage,7/22/2027,5.68,78.02,0.808
D68739,4453377D-99C,b71702e3-2863-421c-ae27-40241382ea45,H0061,North,Requested_By_Pharmacy,305,315,Shortage,11/19/2026,6.46,61.66,0.555
D68740,5F3034A1-D24,5d348bd6-7f10-4af6-bbca-bdde3082a465,H0097,West,ColdChain_Validated,407,56,Surplus,10/1/2027,3.88,70.28,0.869
D68741,C9BB70E8-FC6,06686a8f-d67a-4a6a-86c8-79bb8482aaf4,H0007,Central,ColdChain_Validated,112,119,Shortage,7/8/2026,3.13,131.07,0.416
D68742,8BC0687C-0E0,def65d2a-a559-4dd6-ba07-8852e6f6f95c,H0099,West,Expiry_Warning,133,23,Surplus,12/4/2027,3.5,8.24,0.923
D68743,97215CE7-FC4,49563a55-0308-4741-a7df-6b4b55369ced,H0072,North,ColdChain_Validated,254,39,Surplus,3/21/2027,6.23,193.69,0.678
D68744,86CBD741-CFD,301f7517-dd8f-45a0-bc76-f3944d75ad74,H0007,South,Received_From_Distributor,388,52,Surplus,5/9/2027,2.51,154.86,0.7
D68745,882DCDB9-FBF,150bd0b2-49dc-4b2d-b822-0b61b15b0a37,H0059,South,Expiry_Warning,365,237,Surplus,6/2/2026,5.27,188.5,0.413
D68746,7438026A-F64,b321df32-aa02-4812-aae2-6ee9c2c30e37,H0021,South,Received_From_Distributor,218,223,Shortage,11/16/2027,5.2,144.92,0.932
D68747,90AE40C2-A18,f04ecbff-b2a9-403b-a4e1-6b1a93f569ed,H0025,Central,Requested_By_Pharmacy,430,114,Surplus,10/10/2027,5.76,98.8,0.885
D68748,59F2DE34-83A,0955d57c-3e33-43e3-a659-f375a2f46688,H0067,South,Quality_Checked,437,258,Surplus,3/18/2027,5.64,42,0.687
D68749,C279F840-D4D,369bd70e-ec8a-4ee7-bcf7-a5f7607d9901,H0032,Central,Quality_Checked,402,192,Surplus,11/26/2027,4.02,105.68,0.926
D68750,689E5C3E-46C,cb2d308c-f89d-40e5-9c63-607ca36d57a6,H0048,North,Stored_In_Inventory,323,35,Surplus,8/12/2027,5.03,143.78,0.842
D68751,CF65615F-1E4,898cacb4-ab89-46a3-81c2-d5c01b69a76b,H0055,North,Dispatched_For_Transfer,413,263,Surplus,10/26/2026,10.93,171.57,0.442
D68752,17671211-978,f7867737-f515-454c-b2e6-7dc829aa3815,H0075,East,ColdChain_Validated,118,167,Shortage,6/7/2027,1.41,68.21,0.707
D68753,CD09AE68-9D3,0a875639-875a-40df-b650-4a3707f374bf,H0085,West,Stored_In_Inventory,386,348,Surplus,12/29/2027,1.97,104.54,0.917
D68754,F4002638-D50,9885371d-ecef-402f-bee9-6acd8bb577e3,H0096,North,Delivered,357,312,Surplus,8/26/2027,11.22,125.9,0.732
D68755,470F30FA-503,c8861e12-c62b-4b29-a7ab-0d2c5db6d209,H0066,Central,Delivered,59,75,Shortage,8/4/2027,3.98,119.78,0.814
D68756,E3358C10-9BF,ea6dcc44-9898-4d35-8f3b-1d7bcb3e4969,H0023,Central,ColdChain_Validated,413,311,Surplus,10/12/2027,4.35,15.21,0.889
D68757,1FCC024D-1A2,92e0c05c-d319-4aad-88cb-5b75fee0c885,H0045,Central,Received_From_Distributor,114,60,Surplus,6/17/2027,4.78,99.26,0.784
D68758,E282676E-C58,41e3d9b3-fa3a-431b-b27a-b43afbe8ba78,H0010,South,Quality_Checked,429,103,Surplus,12/20/2026,2.14,162.76,0.557
D68759,F645C56A-CAE,36dc7796-5e5f-4cd3-ac43-c5636da7c2a3,H0078,West,Expiry_Warning,382,25,Surplus,4/21/2026,9.46,161.45,0.289
D68760,F8850690-CEC,f97feabc-2b0c-4a98-acf1-b36868502f10,H0055,East,Temperature_Alert,36,389,Shortage,1/3/2027,2.79,103.89,0.583
D68761,E1A36A47-5DF,4ac4a8a3-15bf-4c28-9bb4-e7761f9d97bc,H0060,West,Stored_In_Inventory,465,112,Surplus,5/23/2026,8.72,190.71,0.334
D68762,18AE5593-FED,3d90091e-f45d-4899-ab00-0904dfdacb76,H0009,West,Dispatched_For_Transfer,297,57,Surplus,5/11/2026,3.56,166.11,0.368
D68763,0787FB3F-537,3adfc1ac-afba-403d-b5a5-f1ba7b068e49,H0083,North,Dispatched_For_Transfer,266,10,Surplus,9/24/2026,8.5,148.78,0.459
D68764,AA71B9A6-390,d73142b1-a194-445b-a117-c030596053ce,H0003,South,ColdChain_Validated,282,235,Surplus,10/13/2026,11.69,105.54,0.414
D68765,E080F70C-664,001310e2-7633-4cc5-8351-db5a881722df,H0032,North,Delivered,146,86,Surplus,12/13/2027,6.61,120.18,0.93
D68766,115CC2DD-045,af36b952-6c92-4fcd-9ea2-c58b1e6a87c1,H0054,South,Quality_Checked,349,221,Surplus,12/19/2026,4.51,48.53,0.603
D68767,1D4E935F-45A,470b1046-2892-45ba-b856-a5c7c33d9a69,H0087,East,Temperature_Alert,310,339,Shortage,10/2/2027,5.16,108.82,0.889
D68768,F6D6B904-990,b68987a7-21b5-4951-ae4c-93e97ec8c80e,H0083,North,Dispatched_For_Transfer,489,51,Surplus,12/29/2027,5.22,107.57,0.973
D68769,DD4D6951-B9A,bf27ce76-2e84-4068-b12f-6b3a1eabb27d,H0076,South,Quality_Checked,331,356,Shortage,1/3/2027,2.38,44.54,0.575
D68770,6A76FD86-70A,acdd8ba2-8c21-40d2-a182-695cc5ed5823,H0023,South,Requested_By_Pharmacy,41,366,Shortage,7/4/2027,10.01,190.47,0.704
D68771,3A71F8F9-AAD,713ace3b-00f3-4086-97d2-84a7edb1d848,H0014,Central,Quality_Checked,54,245,Shortage,10/20/2027,5.17,52.73,0.906
D68772,6644B486-12A,b08dd9f3-32de-4da1-84d8-269ccc62196e,H0036,North,Quality_Checked,274,182,Surplus,5/11/2026,8.9,25.32,0.319
D68773,499464ED-D00,f7532ed7-b9d9-40f3-8a90-7976f64cd465,H0048,South,ColdChain_Validated,39,86,Shortage,5/19/2026,3.97,96.07,0.384
D68774,AC5A5F79-815,8ae8f550-eb09-4d41-8477-b2cb0c773d80,H0067,Central,Delivered,93,291,Shortage,11/22/2027,4.92,138.78,0.94
D68775,9C1D554D-B35,68eec854-e720-4d49-b9da-1629af0ace67,H0010,Central,Temperature_Alert,175,196,Shortage,11/12/2027,10.76,43.05,0.817
D68776,E62FB043-10A,c03a9f3c-9778-40a7-ac25-1a50a34f83ff,H0086,Central,Requested_By_Pharmacy,325,417,Shortage,9/12/2026,5.67,40.66,0.504
D68777,43608B62-957,b0fb5f83-fd08-4857-a62d-142acd191654,H0068,North,Quality_Checked,10,147,Shortage,10/6/2027,4.89,55.99,0.894
D68778,2AF3D98A-7DD,8eef023b-39a0-42b9-afd8-a5c8165cf7d8,H0079,East,Temperature_Alert,258,318,Shortage,9/24/2026,4.45,64.03,0.518
D68779,F2138BDE-2B8,e50bb825-bcb0-49de-b76f-ea427f67ce45,H0052,West,Received_From_Distributor,270,283,Shortage,12/22/2027,10.82,53.01,0.854
D68780,984505CB-61F,824969d7-1a4d-4590-a2a0-d4d0c389a648,H0099,Central,Quality_Checked,72,426,Shortage,10/1/2027,5.65,96.79,0.878
D68781,B3FE71B2-5CA,c6c71540-e341-4e91-b9c5-6d05e713506c,H0049,North,Delivered,492,45,Surplus,7/1/2027,10.65,8.56,0.689
D68782,4E914115-A39,23023778-84d1-4d0d-99bb-87de811086af,H0044,South,Expiry_Warning,173,275,Shortage,2/19/2027,4.3,22.07,0.659
D68783,2F3365D8-690,52796393-77b9-4d36-96ea-c8fbd92b22ff,H0005,South,Delivered,330,91,Surplus,1/8/2028,11.76,147.23,0.852
D68784,AD522801-71A,d6d9b298-84d7-4cc6-88b5-b624902f5d0b,H0092,West,Delivered,343,7,Surplus,5/26/2027,6.53,85.41,0.736
D68785,42D1AC7E-BC7,b22206dd-e5de-4749-a371-237316a411e1,H0091,North,Delivered,210,215,Shortage,6/19/2026,2.81,75.26,0.391
D68786,FC4FF48B-E49,5d8a5788-e4d9-4ead-aab5-e4c54e691072,H0015,South,Delivered,231,5,Surplus,7/4/2026,5.66,7.04,0.437
D68787,F6CC748B-13E,c6f9a8d7-3651-4fc4-832a-752c2503068c,H0094,West,Dispatched_For_Transfer,161,79,Surplus,5/20/2027,8.5,63.15,0.691
D68788,E4BDBE9C-ECD,21f15b11-0b61-4c0e-a237-da2997283044,H0008,Central,Quality_Checked,141,399,Shortage,1/3/2028,10.77,165.13,0.867
D68789,5A0D0FEB-282,d3833b03-abe2-4cef-b3df-ab9ed3b4fce5,H0055,West,Delivered,123,448,Shortage,9/29/2026,2.4,71.37,0.482
D68790,1E282BF9-D2F,e0f68c52-2cf6-4aff-acc9-7014112cd7ea,H0020,East,Stored_In_Inventory,471,235,Surplus,1/11/2028,7.14,192.92,0.947
D68791,82185230-742,12e056e8-7dc7-4f99-95ef-22b37385931a,H0077,Central,Stored_In_Inventory,226,80,Surplus,12/10/2026,6.86,81.04,0.567
D68792,0DC14591-B38,9326c8b3-af7a-457d-9940-a1656fd4dff3,H0006,South,Delivered,205,264,Shortage,1/8/2027,4.61,95.51,0.625
D68793,54989649-27C,2d8dc98d-9c0c-409b-b110-e14ff86e241d,H0001,West,Temperature_Alert,290,29,Surplus,4/24/2027,5.49,161.37,0.726
D68794,05BB3E6F-2A1,9d78bc84-7258-461f-9ecd-1e3cf4e4c1b5,H0046,North,ColdChain_Validated,211,204,Surplus,12/11/2026,4.35,196.69,0.592
D68795,3CF715A1-4B5,7684dd8d-55a0-4429-81a6-9190fda3761d,H0042,North,Quality_Checked,492,431,Surplus,12/19/2027,4.33,77.46,0.955
D68796,99E1B211-0B3,6193e001-8ece-491e-b6c5-b3134521666c,H0082,South,Requested_By_Pharmacy,144,98,Surplus,1/9/2027,6.87,28.39,0.596
D68797,356F44E5-E55,d8da5d97-f2b4-4d56-b7f7-5ab5cb1550dc,H0070,Central,Requested_By_Pharmacy,243,428,Shortage,2/9/2027,1.66,107,0.597
D68798,2778CE7E-8A9,d0c5d134-82d2-4f80-857f-ee2749bc4547,H0049,West,Dispatched_For_Transfer,150,356,Shortage,6/19/2027,6.29,120.39,0.764
D68799,B533FE7E-DC3,121b05dd-fbe5-424d-b997-025970fa9dca,H0100,East,ColdChain_Validated,205,112,Surplus,4/14/2027,4.57,192.09,0.717
D68800,83AABC09-AC7,3c84c5c1-4472-472a-aac5-f80e8c66ee1a,H0090,Central,Received_From_Distributor,52,359,Shortage,1/30/2027,6.11,85.71,0.632
D68801,DA72FD92-AD5,cc11a568-da4b-4df8-add3-3487cf0690e5,H0034,East,ColdChain_Validated,66,99,Shortage,6/21/2027,11.72,22.71,0.658
D68802,2B233E73-3CF,00a9f586-41cd-41d2-a036-4cb63519f78f,H0100,West,Requested_By_Pharmacy,429,360,Surplus,8/7/2027,9.15,131.93,0.755
D68803,9AF99A9C-B31,fb599ed3-cc5a-4754-b23d-329182dbd27f,H0057,North,Quality_Checked,151,95,Surplus,9/21/2026,10.48,9.12,0.417
D68804,0C41ABC6-C03,e0fbe618-bb2d-45b7-bef0-da75d53b5d8f,H0017,North,Dispatched_For_Transfer,219,48,Surplus,4/2/2026,5.09,87.96,0.358
D68805,D7D8991B-E0B,e4483edb-5106-498f-8246-e0a8054f855b,H0089,North,Requested_By_Pharmacy,81,447,Shortage,8/9/2027,8.76,84.88,0.764
D68806,9576817B-27A,0e3f4610-f420-4ff8-912c-96efd3b9614a,H0063,North,Received_From_Distributor,233,388,Shortage,7/17/2027,6.09,54.69,0.795
D68807,82F15207-2AC,511bb3bd-06cd-440d-a82e-0f164dc44fe1,H0061,South,ColdChain_Validated,36,27,Surplus,1/11/2028,7.57,193.04,0.939
D68808,E2F66443-38E,e8b4c70c-ed2f-41e1-808d-abdc6fba5566,H0059,Central,Received_From_Distributor,137,194,Shortage,12/11/2026,5.82,83.66,0.589
D68809,DE8583B2-A3A,d1d11dc6-74b5-433c-ab8f-e3fe7053b518,H0092,West,Quality_Checked,115,27,Surplus,1/10/2028,2.45,179.47,0.938
D68810,7F0A8B78-CD1,45160534-f8d5-472d-a1ca-39d45f5521f9,H0079,Central,Temperature_Alert,174,238,Shortage,4/25/2026,11.42,105.45,0.253
D68811,8CA4BC50-E91,a9d7dd54-7e9b-4fb0-a385-ea2ae4c06b37,H0004,South,Delivered,224,190,Surplus,4/1/2027,8.77,165,0.638
D68812,11473D19-5D1,51bf6dd0-d1b8-4c04-8917-7b2e126cfa1d,H0091,North,Requested_By_Pharmacy,80,315,Shortage,6/21/2026,7.61,93.02,0.385
D68813,0D8B7542-946,4c1690b6-a01f-4ddb-b4e0-d1a4b9bf7964,H0033,Central,Expiry_Warning,213,421,Shortage,11/12/2027,7.17,198.35,0.889
D68814,F95ED0FC-2AF,9bd37053-8971-4096-ace2-e280b4f40cab,H0020,South,Temperature_Alert,162,337,Shortage,8/24/2027,8.95,129.81,0.775
D68815,2E047873-3D3,6ed1e0e6-c66c-405d-9385-e073d2d9be20,H0021,West,Dispatched_For_Transfer,76,67,Surplus,5/29/2026,6.86,35.41,0.378
D68816,BE21F23E-EB9,e4051ef7-afc4-4c7c-ae88-95b74d589c05,H0041,Central,Dispatched_For_Transfer,99,107,Shortage,8/14/2026,3.38,6.25,0.457
D68817,A13996D3-26C,0745550b-cb36-440e-8ab3-08a78f381d44,H0074,East,Received_From_Distributor,269,320,Shortage,9/5/2026,1.08,186.14,0.433
D68818,310E4082-9DA,fd2df89c-9c4f-47e4-9c32-3ad0e1020d05,H0044,Central,ColdChain_Validated,371,193,Surplus,7/13/2027,5.21,138.93,0.809
D68819,D5E6EAC6-56A,de5b56a4-d330-44c7-abce-0230f2414c30,H0032,South,Quality_Checked,237,340,Shortage,3/9/2027,7.2,25.73,0.647
D68820,27AA1036-25C,93e5b44a-e250-4202-aca6-b13b162154da,H0064,East,Expiry_Warning,88,193,Shortage,11/12/2027,5.09,149.98,0.93
D68821,28245271-33B,555ca6c9-e5c0-4886-bffe-53ce706b2d45,H0037,North,Received_From_Distributor,105,355,Shortage,5/8/2027,6.87,49.29,0.712
D68822,C82E111E-DB1,a0879426-ba0a-472d-9791-d2ddaf643441,H0061,East,Delivered,358,73,Surplus,6/15/2026,8.31,162.8,0.365
D68823,39CB681A-88B,100249af-acb5-4f23-895c-926916aeb339,H0026,North,Requested_By_Pharmacy,339,118,Surplus,1/26/2027,9.91,123.93,0.552
D68824,067BA9B0-AA7,b4fd43b3-bb9f-422c-adfa-007948dca3f9,H0022,North,Quality_Checked,478,108,Surplus,9/13/2027,4.29,29.11,0.859
D68825,595B8B4D-ABB,2c553bdd-63fa-4b21-8391-38c55ad2e936,H0040,North,Quality_Checked,391,112,Surplus,3/8/2027,7.96,18.84,0.631
D68826,88F36A15-77F,f7d2e527-7616-4b38-826f-61aba945b48c,H0059,South,Dispatched_For_Transfer,255,349,Shortage,1/15/2028,10.81,95.89,0.878
D68827,B48E57E5-7ED,4c306dc5-07e4-41e8-b0f6-7e5819f628c0,H0050,Central,Delivered,281,25,Surplus,10/31/2026,2.68,187.69,0.519
D68828,E7AE6350-0B1,b1efce0b-e6b0-4e77-9864-ad207a0ae422,H0077,North,Quality_Checked,412,391,Surplus,9/4/2027,8.6,115.1,0.793
D68829,E27EC090-38F,c40e336f-d4d0-48f4-8afb-6d0d9febced3,H0096,South,Expiry_Warning,166,436,Shortage,6/24/2027,11.06,153.03,0.674
D68830,E538C4B8-9E7,8815cbd7-d2d0-4a14-9c87-285a8f9786f7,H0073,Central,Dispatched_For_Transfer,125,270,Shortage,6/15/2027,8.38,96.55,0.719
D68831,CA9D9A46-BC6,f58c945d-558f-4b12-a584-8389e0f132d3,H0039,North,Temperature_Alert,444,347,Surplus,8/23/2026,2.02,79.9,0.439
D68832,3AEC385D-FB8,3c3d53ce-97a3-4c5d-b550-b026e7ed3622,H0016,North,Stored_In_Inventory,27,213,Shortage,3/30/2027,4.11,165.33,0.693
D68833,24682D21-B93,f51e09be-009d-4047-8038-a14c1dd49468,H0098,North,Dispatched_For_Transfer,451,174,Surplus,6/6/2027,3.08,95.36,0.739
D68834,37CEACDC-8D6,cf98f8a8-a8ab-4c59-9999-ea1687cc68ab,H0074,East,Quality_Checked,181,198,Shortage,9/1/2026,11.04,32.6,0.386
D68835,24225390-E2D,a24a11bb-06cd-4ba4-9cbc-40100028eecb,H0088,South,ColdChain_Validated,25,351,Shortage,7/19/2027,11.91,58.53,0.681
D68836,DFAD5829-CEF,ac30811b-5557-4cc9-bfd2-4541d22bd422,H0010,North,Delivered,458,434,Surplus,7/16/2026,5.76,114.47,0.446
D68837,3ACAA4AB-BA5,68875783-0ada-46ac-8f3c-1102a001887d,H0045,West,Requested_By_Pharmacy,249,397,Shortage,10/21/2027,10.86,83.5,0.793
D68838,99A030DA-562,1bd449a3-1294-40ce-8089-678f9c6e8d0f,H0090,Central,ColdChain_Validated,395,127,Surplus,7/9/2026,2.49,76.45,0.404
D68839,451F72A2-E5F,ef6a1166-35db-41d3-9ba6-042999962447,H0034,North,Expiry_Warning,65,181,Shortage,6/21/2026,1.04,135.41,0.358
D68840,44BC92E4-677,81c4819a-6eff-4862-80cb-a3637f33eb08,H0063,West,Quality_Checked,88,8,Surplus,12/20/2026,7.25,129.08,0.569
D68841,B69FC2C5-0CB,89e340a3-ac31-4016-83bc-2516443f1f00,H0068,Central,Quality_Checked,112,192,Shortage,4/7/2026,11.86,66.24,0.227
D68842,2D87ADF3-171,da864279-04c6-4ce0-847b-5c2ee6cec8c1,H0093,North,Stored_In_Inventory,293,350,Shortage,9/17/2027,7.19,75.09,0.834
D68843,67B688E1-2B1,3cd16da6-d6e1-4446-ac67-d56ae1e0f5af,H0086,North,Dispatched_For_Transfer,202,356,Shortage,10/29/2026,11.79,151.65,0.428
D68844,57DD7A3B-5BA,9ab14060-e625-470d-825f-fd177f30bdd9,H0089,Central,ColdChain_Validated,14,33,Shortage,10/8/2027,5.96,184.65,0.879
D68845,813906C6-C93,4ba00ad2-407b-4ba6-9ee9-c05480d13034,H0011,North,Delivered,115,90,Surplus,9/3/2027,5.2,68.22,0.86
D68846,69C6C752-E98,8a86f38b-647c-4fcf-99b1-5aab9532231f,H0084,West,Quality_Checked,287,51,Surplus,2/8/2027,11.23,61.92,0.538
D68847,BC6FE055-8A2,a9e51bfe-7f95-4f32-a673-bcde3a6f1f2c,H0088,Central,Expiry_Warning,382,81,Surplus,8/4/2026,1.54,56.73,0.411
D68848,2573E14A-E37,87180a11-d6e9-47ed-beae-d5a5e9ab21de,H0095,South,Quality_Checked,109,347,Shortage,7/12/2026,4.59,32.59,0.449
D68849,684C0962-039,7eb8976d-8f5e-4917-ac48-8c60aeaf0735,H0025,North,Received_From_Distributor,247,195,Surplus,11/9/2026,5.88,78.55,0.557
D68850,85B048A5-EBA,976e2dd5-8163-45b0-a800-fc3abf0d518a,H0069,West,Received_From_Distributor,278,35,Surplus,5/24/2026,1.96,105.62,0.349
D68851,68428D18-C35,d845ff2b-854a-4d47-9734-e191205127bc,H0031,Central,Quality_Checked,330,311,Surplus,7/25/2026,6.69,109.8,0.436
D68852,C506F15F-901,85ad4dd2-3293-4e5b-bd3a-38349ffb5bf6,H0057,South,ColdChain_Validated,409,173,Surplus,8/16/2026,5.13,139.75,0.489
D68853,CADA168D-68A,cdd5df04-bb6c-45c6-a709-ea6c13ba1a32,H0087,West,Expiry_Warning,498,40,Surplus,1/19/2027,5.81,15.25,0.627
D68854,EC18C711-0A9,05bcb5d3-b22a-4649-8617-90f73f70ba5f,H0053,West,Dispatched_For_Transfer,95,249,Shortage,7/3/2026,8.55,114.47,0.378
D68855,E34EE077-6EA,2e59d4d2-dc63-4ee1-b220-a540cd9e7ba6,H0081,East,Temperature_Alert,329,428,Shortage,9/4/2026,1.77,54.72,0.445
D68856,13E32DF8-F8E,a4029716-60eb-4a48-aedf-9b9d4b6be727,H0066,South,Quality_Checked,41,355,Shortage,9/6/2027,11.58,51.63,0.735
D68857,29AFBD6A-58C,b941664d-b493-440e-a80c-fd4e9d5663b8,H0056,Central,Quality_Checked,345,192,Surplus,7/28/2026,6.75,159,0.438
D68858,F53CADEA-4FB,cb4e8085-e090-4898-87ff-afbe3e339262,H0066,Central,Quality_Checked,60,19,Surplus,4/6/2027,10.23,34.93,0.613
D68859,967D71BA-86C,e86e1379-1564-48ff-863b-e2e5400aa4b6,H0091,North,Quality_Checked,88,338,Shortage,7/7/2026,4.5,69.17,0.443
D68860,EFFFA1EC-E2F,a85bba9f-af0c-4065-8d88-7579baf54a0f,H0022,North,Dispatched_For_Transfer,195,220,Shortage,12/2/2026,4.45,129.34,0.586
D68861,E9724F61-E6F,7ca292b6-ff96-416c-a6c9-a03f89b883af,H0081,Central,Expiry_Warning,183,162,Surplus,1/17/2028,10.94,130.36,0.877
D68862,6E78F88E-6DA,679311f0-04a2-4679-aa06-15ab9c39fb3f,H0053,Central,Dispatched_For_Transfer,445,418,Surplus,12/7/2026,2.29,14.38,0.547
D68863,91C28FE0-FDA,e65e7669-0657-4a8b-a5fc-502e17caf990,H0057,South,Temperature_Alert,115,159,Shortage,9/24/2026,2.14,19.15,0.472
D68864,630630AD-64F,f044ee66-b457-4804-abd0-07240702cfd0,H0033,Central,Stored_In_Inventory,72,245,Shortage,1/9/2027,8.67,132.8,0.56
D68865,9D297385-970,7295e7d4-79ea-4be0-8d30-7a2f4ad17a07,H0005,West,Temperature_Alert,85,300,Shortage,10/27/2026,6.13,190.86,0.539
D68866,F6F2536A-37C,0bff2521-765f-4dd5-8ec4-42b6768233ab,H0013,West,Requested_By_Pharmacy,325,49,Surplus,1/3/2028,8.89,199.71,0.905
D68867,A7213FAC-5B3,80fe1e74-19ad-41ea-9da9-68d71442fdfb,H0017,West,Expiry_Warning,330,179,Surplus,6/20/2027,5.76,197.49,0.776
D68868,EF9F2FF7-D99,e0ea113a-8edf-4073-aea4-2d2533a3bcbb,H0043,East,Delivered,382,350,Surplus,1/16/2027,3.33,73.56,0.607
D68869,5E8568C7-4B8,4467bc36-ee37-4882-9efe-21dc1291d1cd,H0084,South,Expiry_Warning,90,60,Surplus,8/25/2026,8.87,52.15,0.423
D68870,E982C03B-7D6,ae855202-7724-4600-8484-f44f46ff42c5,H0084,Central,Expiry_Warning,370,58,Surplus,7/5/2027,1.43,24.24,0.734
D68871,2A35C324-243,347ea7fa-a97f-45d4-ab27-94d1198a9b6b,H0092,North,Received_From_Distributor,137,345,Shortage,4/18/2026,5.93,68.54,0.356
D68872,DB51AAD8-3EF,c0a23356-a38d-4ae1-afca-4eb12b25713b,H0012,East,Stored_In_Inventory,192,269,Shortage,8/31/2027,6.05,58.99,0.84
D68873,12C58F46-DAA,7511f1dd-e6e8-4d60-b4f2-d9ab9d51eb61,H0084,South,Quality_Checked,252,378,Shortage,1/7/2027,1.86,117.48,0.569
D68874,2CEF9702-6E4,49cf3fe8-6019-4c89-82c9-e2dbc5f648df,H0071,North,Dispatched_For_Transfer,194,243,Shortage,7/24/2026,3.66,76.91,0.442
D68875,2D0B910E-472,dfa18548-4075-432d-aa6e-790bf0dac0c2,H0056,West,Received_From_Distributor,229,325,Shortage,5/18/2027,3.86,50.15,0.736
D68876,69823FDF-0F2,eb7c224f-346f-4e61-9572-8b401130f463,H0069,East,Expiry_Warning,80,112,Shortage,11/9/2027,10.82,124.45,0.813
D68877,5734C51A-393,c7dc3d7a-5f93-4853-9782-1807acd3a5d9,H0029,South,Stored_In_Inventory,466,202,Surplus,11/29/2027,6.64,68,0.916
D68878,B6109FD8-C18,beddb523-5a71-451f-9fa8-b87ed18e6a64,H0025,West,Received_From_Distributor,351,389,Shortage,12/27/2027,8.38,73.96,0.908
D68879,B99F8CB8-E1F,27b1e825-900e-4476-9be1-22687181458a,H0011,South,Quality_Checked,163,218,Shortage,12/9/2026,1.6,121.7,0.535
D68880,D96D48EA-4A9,97791dc7-351b-4168-924f-45b93eb1d8df,H0041,North,Expiry_Warning,254,250,Surplus,11/11/2026,2.14,28.05,0.519
D68881,F1B31C0E-B2B,ec7f1627-14ad-4f3e-ad47-78437024ca68,H0011,West,Stored_In_Inventory,149,401,Shortage,7/8/2026,7.2,155.98,0.41
D68882,45E38160-0ED,23c2e7bd-6dbd-4ecf-980a-b51a83f42bcd,H0096,Central,Dispatched_For_Transfer,80,42,Surplus,4/23/2026,10.19,193.26,0.276
D68883,7A19965F-BBF,0580d1f6-fad0-4688-bfd4-7e1a0603cdbb,H0038,Central,Received_From_Distributor,55,177,Shortage,6/2/2026,1.58,100.71,0.35
D68884,42454EA0-0C0,bf35f83f-ff51-4d43-8003-60f281908ab8,H0082,Central,Expiry_Warning,56,109,Shortage,12/6/2026,11.82,114.17,0.464
D68885,61356DC5-043,207f9db3-7a38-4b59-be28-e42367fc9888,H0062,West,Temperature_Alert,88,44,Surplus,7/25/2027,10.74,80.01,0.71
D68886,CD806569-4FE,5b74ddc6-06de-4ecb-b856-0b7f47ccedf0,H0079,South,Delivered,431,403,Surplus,11/29/2027,10.6,191.56,0.836
D68887,945F855F-500,05bd1223-3235-4276-afe5-f676732c96d9,H0081,Central,Expiry_Warning,158,438,Shortage,8/30/2026,1.1,30.92,0.427
D68888,39DB28B8-DA8,9769a5f5-71cb-4414-977a-8335dd80f018,H0024,Central,Received_From_Distributor,407,134,Surplus,1/10/2028,5.47,163.64,0.98
